Settimana n.;Settimana;Regione;Totale Medici;Totale Casi;Totale Assistiti;Totale Incidenza;Categoria incidenza;Casi (0-4 anni);Inc (0-4 anni);Casi (5-14 anni);Inc (5-14 anni);Casi (15-64 anni);Inc (15-64 anni);Casi (65 anni e oltre);Inc (65 anni e oltre)
2021-08;21-27 febbraio 2022;Basilicata;12;37;15.639;2,37;<3,16;6;2,65;20;5,85;8;1,11;3;1,09
2021-08;21-27 febbraio 2022;Calabria;nd;nd;nd;nd;;nd;nd;nd;nd;nd;nd;nd;nd
2021-08;21-27 febbraio 2022;Sicilia;102;344;124.572;2,76;<3,16;45;9,94;75;6,03;183;2,37;41;1,36
2021-08;21-27 febbraio 2022;Sardegna;2;6;2.226;2,7;;4;7,38;2;1,19;-;-;-;-
2021-09;28 febbraio-6 marzo 2022;Piemonte;43;303;61.289;4,94;<3,16;65;15,92;60;6,78;148;4,38;30;2,06
2021-09;28 febbraio-6 marzo 2022;Val D'Aosta;nd;nd;nd;nd;<3,16;nd;nd;nd;nd;nd;nd;nd;nd
2021-09;28 febbraio-6 marzo 2022;Lombardia;177;741;239.710;3,09;<3,16;154;11,05;104;3,1;414;3,01;69;1,26
2021-09;28 febbraio-6 marzo 2022;P.A. di Bolzano;5;25;7.659;3,26;<3,16;1;2,97;1;1,17;21;4,42;2;1,17
2021-09;28 febbraio-6 marzo 2022;P. A. di Trento;13;42;18.452;2,28;<3,16;6;8,61;5;2,59;29;2,61;2;0,42
2021-09;28 febbraio-6 marzo 2022;Veneto;33;49;45.184;1,08;<3,16;9;2,41;5;0,6;30;1,29;5;0,51
2021-09;28 febbraio-6 marzo 2022;Friuli V.G.;4;8;5.242;1,53;<3,16;-;-;-;-;7;2,61;1;0,72
2021-09;28 febbraio-6 marzo 2022;Liguria;20;84;25.636;3,28;<3,16;15;13,33;17;5,55;47;3,34;5;0,68
2021-09;28 febbraio-6 marzo 2022;Emilia Romagna;34;148;41.754;3,54;<3,16;49;22,39;17;3,06;68;2,86;14;1,36
2021-09;28 febbraio-6 marzo 2022;Toscana;30;118;50.807;2,32;<3,16;32;13,39;29;4,65;49;1,81;8;0,53
2021-09;28 febbraio-6 marzo 2022;Umbria;6;38;5.925;6,41;<3,16;17;16,59;17;7,5;4;2,16;-;-
2021-09;28 febbraio-6 marzo 2022;Marche;16;64;19.457;3,29;<3,16;12;5,47;11;2,05;41;4,84;-;-
2021-09;28 febbraio-6 marzo 2022;Lazio;192;570;253.691;2,25;<3,16;74;7,63;88;3,45;352;2,22;56;0,93
2021-09;28 febbraio-6 marzo 2022;Abruzzo;34;162;40.135;4,04;<3,16;39;15,43;42;7,03;60;2,61;21;2,42
2021-09;28 febbraio-6 marzo 2022;Molise;10;5;10.330;0,48;<3,16;-;-;-;-;5;0,75;-;-
2021-09;28 febbraio-6 marzo 2022;Campania;7;-;8.250;-;<3,16;-;-;-;-;-;-;-;-
2021-09;28 febbraio-6 marzo 2022;Puglia;56;267;68.708;3,89;<3,16;66;10,92;77;5,96;102;2,84;22;1,59
2021-09;28 febbraio-6 marzo 2022;Basilicata;11;4;14.147;0,28;<3,16;1;0,56;3;1,23;-;-;-;-
2021-09;28 febbraio-6 marzo 2022;Calabria;nd;nd;nd;nd;;nd;nd;nd;nd;nd;nd;nd;nd
2021-09;28 febbraio-6 marzo 2022;Sicilia;94;380;113.111;3,36;<3,16;71;15,91;96;7,99;167;2,42;46;1,66
2021-09;28 febbraio-6 marzo 2022;Sardegna;11;13;14.506;0,9;;7;5,77;5;1,75;1;0,13;-;-
2021-10;7-13 marzo 2022;Piemonte;43;394;61.608;6,4;<3,16;69;21,18;68;9,44;222;6,25;35;2,24
2021-10;7-13 marzo 2022;Val D'Aosta;nd;nd;nd;nd;<3,16;nd;nd;nd;nd;nd;nd;nd;nd
2021-10;7-13 marzo 2022;Lombardia;161;1.099;215.675;5,1;<3,16;200;12,58;187;5,13;611;5,23;101;2,17
2021-10;7-13 marzo 2022;P.A. di Bolzano;5;16;7.659;2,09;<3,16;4;11,87;5;5,85;7;1,47;-;-
2021-10;7-13 marzo 2022;P. A. di Trento;12;36;17.554;2,05;<3,16;1;3,02;1;0,89;31;2,75;3;0,62
2021-10;7-13 marzo 2022;Veneto;19;39;26.407;1,48;<3,16;5;2,65;5;1,06;25;1,81;4;0,67
2021-10;7-13 marzo 2022;Friuli V.G.;4;7;4.966;1,41;<3,16;1;1,18;2;0,81;4;3,73;-;-
2021-10;7-13 marzo 2022;Liguria;17;97;21.628;4,48;<3,16;3;6,74;9;5,94;76;5,9;9;1,33
2021-10;7-13 marzo 2022;Emilia Romagna;28;173;35.593;4,86;<3,16;45;27,08;13;3,58;104;4,9;11;1,21
2021-10;7-13 marzo 2022;Toscana;24;125;41.073;3,04;<3,16;34;16,48;20;3,76;60;2,83;11;0,88
2021-10;7-13 marzo 2022;Umbria;5;51;4.218;12,09;<3,16;19;18,54;24;10,9;8;11,3;-;-
2021-10;7-13 marzo 2022;Marche;15;107;18.381;5,82;<3,16;10;5,46;22;4,72;70;8,26;5;1,46
2021-10;7-13 marzo 2022;Lazio;155;477;202.534;2,36;<3,16;60;7,02;64;2,86;302;2,43;51;1,07
2021-10;7-13 marzo 2022;Abruzzo;30;160;35.198;4,55;<3,16;48;18,99;53;9;53;2,69;6;0,85
2021-10;7-13 marzo 2022;Molise;11;17;12.164;1,4;<3,16;-;-;-;-;14;1,72;3;0,95
2021-10;7-13 marzo 2022;Campania;19;21;25.200;0,83;<3,16;7;3,13;3;0,61;10;0,73;1;0,23
2021-10;7-13 marzo 2022;Puglia;50;238;60.044;3,96;<3,16;62;13,11;61;5,91;94;2,92;21;1,65
2021-10;7-13 marzo 2022;Basilicata;11;13;14.147;0,92;<3,16;4;2,24;5;2,06;3;0,42;1;0,36
2021-10;7-13 marzo 2022;Calabria;nd;nd;nd;nd;;nd;nd;nd;nd;nd;nd;nd;nd
2021-10;7-13 marzo 2022;Sicilia;100;468;121.867;3,84;<3,16;64;14,94;115;9,57;220;2,92;69;2,28
2021-10;7-13 marzo 2022;Sardegna;2;11;2.226;4,94;;8;14,76;3;1,79;-;-;-;-
2021-11;14-20 marzo 2022;Piemonte;46;562;65.793;8,54; <9,37;112;27,42;133;14,9;287;7,88;30;1,83
2021-11;14-20 marzo 2022;Val D'Aosta;nd;nd;nd;nd;<3,16;nd;nd;nd;nd;nd;nd;nd;nd
2021-11;14-20 marzo 2022;Lombardia;195;1.600;259.728;6,16;<3,16;275;15,95;287;7,22;907;6,28;131;2,25
2021-11;14-20 marzo 2022;P.A. di Bolzano;5;36;7.659;4,7;<3,16;8;23,74;3;3,51;22;4,63;3;1,75
2021-11;14-20 marzo 2022;P. A. di Trento;12;40;16.916;2,36;<3,16;2;6,04;4;3,59;30;2,76;4;0,87
2021-11;14-20 marzo 2022;Veneto;26;50;35.063;1,43;<3,16;5;1,74;18;2,62;24;1,38;3;0,38
2021-11;14-20 marzo 2022;Friuli V.G.;6;43;8.822;4,87;<3,16;3;6,44;8;4,11;24;5,29;8;4,28
2021-11;14-20 marzo 2022;Liguria;18;123;22.863;5,38;<3,16;6;13,48;15;9,89;92;6,76;10;1,37
2021-11;14-20 marzo 2022;Emilia Romagna;35;263;38.814;6,78;<3,16;63;21,94;63;9,38;121;5,85;16;1,87
2021-11;14-20 marzo 2022;Toscana;31;205;52.225;3,93;<3,16;54;20,06;43;6,04;88;3,29;20;1,28
2021-11;14-20 marzo 2022;Umbria;5;66;4.888;13,5;<3,16;30;27,27;31;14,37;3;2,63;2;4,1
2021-11;14-20 marzo 2022;Marche;13;146;15.705;9,3;<3,16;28;14,37;33;7,21;76;11,8;9;3,29
2021-11;14-20 marzo 2022;Lazio;191;742;252.723;2,94;<3,16;86;9,18;91;3,64;478;3,02;87;1,45
2021-11;14-20 marzo 2022;Abruzzo;30;194;34.826;5,57;<3,16;47;18,36;66;10,79;69;3,62;12;1,69
2021-11;14-20 marzo 2022;Molise;9;12;9.510;1,26;<3,16;-;-;-;-;12;1,86;-;-
2021-11;14-20 marzo 2022;Campania;8;25;9.723;2,57;<3,16;12;10,35;10;4,05;1;0,21;2;1,6
2021-11;14-20 marzo 2022;Puglia;76;428;98.778;4,33;<3,16;76;14,86;91;7,53;218;3,67;43;1,94
2021-11;14-20 marzo 2022;Basilicata;11;7;14.147;0,49;<3,16;2;1,12;-;-;3;0,42;2;0,72
2021-11;14-20 marzo 2022;Calabria;nd;nd;nd;nd;;nd;nd;nd;nd;nd;nd;nd;nd
2021-11;14-20 marzo 2022;Sicilia;83;484;97.068;4,99;<3,16;71;15,61;103;8,47;253;4,45;57;2,43
2021-11;14-20 marzo 2022;Sardegna;13;34;17.305;1,96;;15;12,33;10;3,39;9;0,93;-;-
2021-12;21-27 marzo 2022;Piemonte;45;536;66.364;8,08;<3,16;77;22,49;140;18,16;273;7,16;46;2,69
2021-12;21-27 marzo 2022;Val D'Aosta;nd;nd;nd;nd;<3,16;nd;nd;nd;nd;nd;nd;nd;nd
2021-12;21-27 marzo 2022;Lombardia;165;1.565;221.049;7,08;<3,16;304;19,42;296;8,35;794;6,51;171;3,57
2021-12;21-27 marzo 2022;P.A. di Bolzano;5;18;7.659;2,35;<3,16;4;11,87;5;5,85;7;1,47;2;1,17
2021-12;21-27 marzo 2022;P. A. di Trento;14;61;19.197;3,18;<3,16;13;11,82;9;3,42;32;2,99;7;1,47
2021-12;21-27 marzo 2022;Veneto;17;43;22.531;1,91;<3,16;12;4,08;8;1,33;22;2,38;1;0,23
2021-12;21-27 marzo 2022;Friuli V.G.;6;48;7.634;6,29;<3,16;14;19,55;14;4,92;17;6,32;3;2,17
2021-12;21-27 marzo 2022;Liguria;20;100;25.897;3,86;<3,16;13;15,59;27;11,89;52;3,45;8;1,04
2021-12;21-27 marzo 2022;Emilia Romagna;31;340;38.565;8,82;<3,16;78;34,17;75;12,98;165;7,58;22;2,52
2021-12;21-27 marzo 2022;Toscana;32;250;52.988;4,72;<3,16;52;19,32;62;8,7;109;4;27;1,7
2021-12;21-27 marzo 2022;Umbria;6;39;5.925;6,58;<3,16;20;19,51;16;7,06;3;1,62;-;-
2021-12;21-27 marzo 2022;Marche;13;161;15.700;10,25;<3,16;43;23,31;47;10,06;62;9,62;9;3,29
2021-12;21-27 marzo 2022;Lazio;192;737;253.058;2,91;<3,16;77;7,74;94;3,61;487;3,09;79;1,33
2021-12;21-27 marzo 2022;Abruzzo;31;201;36.645;5,49;<3,16;47;21,65;48;8,62;87;4,14;19;2,41
2021-12;21-27 marzo 2022;Molise;9;15;10.268;1,46;<3,16;-;-;2;3,84;13;1,87;-;-
2021-12;21-27 marzo 2022;Campania;30;91;37.230;2,44;<3,16;22;4,57;34;3,73;26;1,48;9;1,57
2021-12;21-27 marzo 2022;Puglia;55;323;69.089;4,68;<3,16;68;17,85;76;9,58;149;3,62;30;1,86
2021-12;21-27 marzo 2022;Basilicata;11;9;14.147;0,64;<3,16;2;1,12;2;0,82;3;0,42;2;0,72
2021-12;21-27 marzo 2022;Calabria;nd;nd;nd;nd;;nd;nd;nd;nd;nd;nd;nd;nd
2021-12;21-27 marzo 2022;Sicilia;79;478;93.929;5,09;<3,16;78;20,05;105;10,08;240;4,21;55;2,43
2021-12;21-27 marzo 2022;Sardegna;10;35;12.707;2,75;;15;12,37;9;3,25;11;1,72;-;-
2021-13;28 marzo-3 aprile 2022;Piemonte;39;470;55.568;8,46;<3,16;89;24;119;14,96;229;7,54;33;2,44
2021-13;28 marzo-3 aprile 2022;Val D'Aosta;nd;nd;nd;nd;<3,16;nd;nd;nd;nd;nd;nd;nd;nd
2021-13;28 marzo-3 aprile 2022;Lombardia;167;1.727;229.689;7,52;<3,16;327;20,95;341;9,23;902;7,1;157;3,14
2021-13;28 marzo-3 aprile 2022;P.A. di Bolzano;5;23;7.659;3;<3,16;8;23,74;4;4,68;11;2,31;-;-
2021-13;28 marzo-3 aprile 2022;P. A. di Trento;12;43;16.539;2,6;<3,16;4;12,08;7;6,28;30;2,84;2;0,44
2021-13;28 marzo-3 aprile 2022;Veneto;20;46;27.656;1,66;<3,16;5;2,37;12;2,7;26;1,78;3;0,46
2021-13;28 marzo-3 aprile 2022;Friuli V.G.;5;35;6.134;5,71;<3,16;12;16,76;14;4,95;8;4,94;1;1,03
2021-13;28 marzo-3 aprile 2022;Liguria;19;160;23.711;6,75;<3,16;25;22,22;31;10,22;85;6,69;19;2,77
2021-13;28 marzo-3 aprile 2022;Emilia Romagna;32;318;37.803;8,41;<3,16;78;27,92;61;9,91;155;7,62;24;2,82
2021-13;28 marzo-3 aprile 2022;Toscana;28;252;47.634;5,29;<3,16;69;25,63;70;9,93;92;3,86;21;1,5
2021-13;28 marzo-3 aprile 2022;Umbria;5;56;4.190;13,37;<3,16;28;27,32;20;9,12;5;7,49;3;9,84
2021-13;28 marzo-3 aprile 2022;Marche;20;288;22.981;12,53;<3,16;74;24,84;92;12,44;101;11,11;21;5,97
2021-13;28 marzo-3 aprile 2022;Lazio;191;786;250.995;3,13;<3,16;79;7,95;105;4,03;511;3,28;91;1,54
2021-13;28 marzo-3 aprile 2022;Abruzzo;30;216;35.496;6,09;<3,16;73;24,93;90;13,43;46;2,41;7;1,04
2021-13;28 marzo-3 aprile 2022;Molise;-;-;-;-;<3,16;-;-;-;-;-;-;-;-
2021-13;28 marzo-3 aprile 2022;Campania;4;59;4.537;13;<3,16;23;23,59;36;18,38;-;-;-;-
2021-13;28 marzo-3 aprile 2022;Puglia;66;493;84.319;5,85;<3,16;65;12,81;90;8,68;275;5,56;63;3,24
2021-13;28 marzo-3 aprile 2022;Basilicata;12;37;15.639;2,37;<3,16;10;4,42;13;3,8;13;1,81;1;0,36
2021-13;28 marzo-3 aprile 2022;Calabria;nd;nd;nd;nd;;nd;nd;nd;nd;nd;nd;nd;nd
2021-13;28 marzo-3 aprile 2022;Sicilia;88;570;106.458;5,35;<3,16;103;21,86;144;11,92;256;3,98;67;2,64
2021-13;28 marzo-3 aprile 2022;Sardegna;10;38;12.142;3,13;;18;15,04;13;5,91;7;1,09;-;-
2021-14;4-10 aprile 2022;Piemonte;42;405;59.120;6,85;<3,16;80;19,59;105;11,97;188;5,85;32;2,27
2021-14;4-10 aprile 2022;Val D'Aosta;nd;nd;nd;nd; <9,37;nd;nd;nd;nd;nd;nd;nd;nd
2021-14;4-10 aprile 2022;Lombardia;168;1.366;222.924;6,13;<3,16;244;14,29;266;6,86;712;5,96;144;3,02
2021-14;4-10 aprile 2022;P.A. di Bolzano;5;15;7.659;1,96;<3,16;7;20,77;3;3,51;5;1,05;-;-
2021-14;4-10 aprile 2022;P. A. di Trento;13;100;17.651;5,67;<3,16;24;32,7;36;19,75;37;3,5;3;0,66
2021-14;4-10 aprile 2022;Veneto;22;55;30.528;1,8;<3,16;4;2,12;7;1,47;37;2,25;7;0,94
2021-14;4-10 aprile 2022;Friuli V.G.;6;54;7.928;6,81;<3,16;16;22,35;21;7,37;15;5,07;2;1,42
2021-14;4-10 aprile 2022;Liguria;15;102;19.184;5,32;<3,16;13;29,21;13;8,74;63;5,52;13;2,23
2021-14;4-10 aprile 2022;Emilia Romagna;27;226;34.612;6,53;<3,16;60;34,15;27;7,15;120;5,86;19;2,21
2021-14;4-10 aprile 2022;Toscana;29;229;49.141;4,66;<3,16;56;26,34;46;8,3;104;3,97;23;1,51
2021-14;4-10 aprile 2022;Umbria;4;30;4.352;6,89;<3,16;13;14,87;15;7,92;2;1,97;-;-
2021-14;4-10 aprile 2022;Marche;10;117;12.587;9,3;<3,16;25;19,14;41;11,39;43;7,9;8;3,57
2021-14;4-10 aprile 2022;Lazio;190;631;249.894;2,53;<3,16;80;8,05;66;2,54;407;2,62;78;1,33
2021-14;4-10 aprile 2022;Abruzzo;26;160;30.637;5,22;<3,16;43;22,25;55;11,8;54;3,08;8;1,23
2021-14;4-10 aprile 2022;Molise;10;16;12.045;1,33;<3,16;-;-;-;-;15;1,85;1;0,32
2021-14;4-10 aprile 2022;Campania;9;41;9.974;4,11;<3,16;14;7,28;19;5,13;8;2,29;-;-
2021-14;4-10 aprile 2022;Puglia;59;355;74.464;4,77;<3,16;50;12,88;61;6,75;200;4,47;44;2,61
2021-14;4-10 aprile 2022;Basilicata;11;34;14.147;2,4;<3,16;1;0,56;20;8,22;9;1,26;4;1,45
2021-14;4-10 aprile 2022;Calabria;nd;nd;nd;nd;;nd;nd;nd;nd;nd;nd;nd;nd
2021-14;4-10 aprile 2022;Sicilia;75;476;93.800;5,07;<3,16;94;21,59;117;10,69;212;3,76;53;2,39
2021-14;4-10 aprile 2022;Sardegna;11;35;14.061;2,49;;9;10,11;14;8,03;12;1,43;-;-
2021-15;11-17 aprile 2022;Piemonte;42;370;61.238;6,04;<3,16;28;10,72;47;7,99;249;6,79;46;2,86
2021-15;11-17 aprile 2022;Val D'Aosta;nd;nd;nd;nd;<3,16;nd;nd;nd;nd;nd;nd;nd;nd
2021-15;11-17 aprile 2022;Lombardia;172;1.377;229.124;6,01;<3,16;275;17,63;250;6,84;717;5,68;135;2,66
2021-15;11-17 aprile 2022;P.A. di Bolzano;4;10;6.462;1,55;<3,16;-;-;-;-;9;1,93;1;0,58
2021-15;11-17 aprile 2022;P. A. di Trento;13;44;18.402;2,39;<3,16;4;12,08;3;2,67;36;3,04;1;0,2
2021-15;11-17 aprile 2022;Veneto;21;59;28.154;2,1;<3,16;17;5,57;29;4,14;11;0,87;2;0,36
2021-15;11-17 aprile 2022;Friuli V.G.;5;30;6.134;4,89;<3,16;8;11,17;10;3,53;10;6,18;2;2,06
2021-15;11-17 aprile 2022;Liguria;15;74;19.208;3,85;<3,16;10;11,99;18;8,12;39;3,61;7;1,3
2021-15;11-17 aprile 2022;Emilia Romagna;34;233;43.899;5,31;<3,16;59;26,81;40;7,56;118;4,66;16;1,44
2021-15;11-17 aprile 2022;Toscana;27;153;47.126;3,25;<3,16;53;21,82;37;5,88;44;1,82;19;1,34
2021-15;11-17 aprile 2022;Umbria;4;45;3.716;12,11;<3,16;15;17,16;22;11,74;5;7,54;3;9,84
2021-15;11-17 aprile 2022;Marche;11;77;13.927;5,53;<3,16;22;17,93;20;5,58;29;4,46;6;2,3
2021-15;11-17 aprile 2022;Lazio;193;588;253.264;2,32;<3,16;75;7,54;72;2,76;350;2,22;91;1,53
2021-15;11-17 aprile 2022;Abruzzo;27;155;31.462;4,93;<3,16;43;17,02;45;7,75;55;3,24;12;1,95
2021-15;11-17 aprile 2022;Molise;8;15;8.608;1,74;<3,16;-;-;1;1,84;11;1,93;3;1,42
2021-15;11-17 aprile 2022;Campania;24;78;31.354;2,49;<3,16;9;2,98;8;1,28;40;2,43;21;3,74
2021-15;11-17 aprile 2022;Puglia;54;253;67.874;3,73;<3,16;55;12,61;56;5,69;112;2,88;30;2,03
2021-15;11-17 aprile 2022;Basilicata;11;22;14.147;1,56;<3,16;4;2,24;4;1,64;8;1,12;6;2,17
2021-15;11-17 aprile 2022;Calabria;nd;nd;nd;nd;;nd;nd;nd;nd;nd;nd;nd;nd
2021-15;11-17 aprile 2022;Sicilia;84;448;103.429;4,33;<3,16;87;20,46;121;10,9;184;2,93;56;2,21
2021-15;11-17 aprile 2022;Sardegna;1;4;1.445;2,77;;3;9,2;1;0,89;-;-;-;-
2021-16;18-24 aprile 2022;Piemonte;38;341;54.562;6,25;<3,16;56;17,33;59;8,32;186;6,06;40;2,95
2021-16;18-24 aprile 2022;Val D'Aosta;nd;nd;nd;nd;<3,16;nd;nd;nd;nd;nd;nd;nd;nd
2021-16;18-24 aprile 2022;Lombardia;169;1.314;224.951;5,84;<3,16;174;12,4;166;5,09;804;6,31;170;3,35
2021-16;18-24 aprile 2022;P.A. di Bolzano;4;10;6.462;1,55;<3,16;-;-;-;-;10;2,14;-;-
2021-16;18-24 aprile 2022;P. A. di Trento;8;15;11.765;1,27;<3,16;2;6,04;1;1;12;1,66;-;-
2021-16;18-24 aprile 2022;Veneto;23;15;32.848;0,46;<3,16;2;1,2;2;0,49;11;0,59;-;-
2021-16;18-24 aprile 2022;Friuli V.G.;4;10;4.934;2,03;<3,16;-;-;1;0,53;9;5,56;-;-
2021-16;18-24 aprile 2022;Liguria;13;50;16.410;3,05;<3,16;5;11,24;7;4,73;29;3,01;9;1,86
2021-16;18-24 aprile 2022;Emilia Romagna;25;155;30.719;5,05;<3,16;27;14,76;20;4,77;88;5,04;20;2,77
2021-16;18-24 aprile 2022;Toscana;27;119;44.362;2,68;<3,16;31;12,76;27;4,26;43;1,92;18;1,37
2021-16;18-24 aprile 2022;Umbria;6;28;5.792;4,83;<3,16;7;6,36;14;6,46;5;3,02;2;2,29
2021-16;18-24 aprile 2022;Marche;10;35;12.396;2,82;<3,16;4;3,14;2;0,58;28;5,15;1;0,45
2021-16;18-24 aprile 2022;Lazio;197;601;259.110;2,32;<3,16;73;7,34;90;3,44;367;2,27;71;1,15
2021-16;18-24 aprile 2022;Abruzzo;23;102;26.650;3,83;<3,16;39;16;42;8,09;18;1,3;3;0,58
2021-16;18-24 aprile 2022;Molise;11;5;12.164;0,41;<3,16;-;-;-;-;5;0,61;-;-
2021-16;18-24 aprile 2022;Campania;17;17;19.799;0,86;<3,16;6;2,32;11;2,2;-;-;-;-
2021-16;18-24 aprile 2022;Puglia;48;221;59.751;3,7;<3,16;37;8,38;27;2,94;132;3,97;25;1,93
2021-16;18-24 aprile 2022;Basilicata;11;14;14.147;0,99;<3,16;2;1,12;4;1,64;8;1,12;-;-
2021-16;18-24 aprile 2022;Calabria;nd;nd;nd;nd;;nd;nd;nd;nd;nd;nd;nd;nd
2021-16;18-24 aprile 2022;Sicilia;111;542;133.552;4,06;<3,16;113;19;143;9,45;226;2,8;60;1,9
2021-16;18-24 aprile 2022;Sardegna;10;23;12.806;1,8;;7;5,36;4;1,45;10;1,56;2;0,85
2021-17;25 aprile-1 maggio 2022;Piemonte;34;237;49.609;4,78;<3,16;31;10,03;30;4,78;146;5,26;30;2,4
2021-17;25 aprile-1 maggio 2022;Val D'Aosta;nd;nd;nd;nd;<3,16;nd;nd;nd;nd;nd;nd;nd;nd
2021-17;25 aprile-1 maggio 2022;Lombardia;174;1.048;232.552;4,51;<3,16;177;10,34;160;4,06;588;4,67;123;2,46
2021-17;25 aprile-1 maggio 2022;P.A. di Bolzano;1;6;1.197;5,01;<3,16;5;14,84;1;1,3;-;-;-;-
2021-17;25 aprile-1 maggio 2022;P. A. di Trento;11;25;15.963;1,57;<3,16;3;7,44;2;2,04;18;1,77;2;0,45
2021-17;25 aprile-1 maggio 2022;Veneto;20;46;28.802;1,6;<3,16;13;10,49;19;5,66;12;0,7;2;0,28
2021-17;25 aprile-1 maggio 2022;Friuli V.G.;3;16;3.277;4,88;<3,16;5;10,73;3;1,62;7;12,5;1;2,51
2021-17;25 aprile-1 maggio 2022;Liguria;15;71;19.146;3,71;<3,16;11;13,19;8;3,68;44;4,06;8;1,51
2021-17;25 aprile-1 maggio 2022;Emilia Romagna;22;100;26.917;3,72;<3,16;35;19,38;21;5,36;36;2,38;8;1,31
2021-17;25 aprile-1 maggio 2022;Toscana;30;97;49.859;1,95;<3,16;27;11,12;26;4,06;31;1,18;13;0,89
2021-17;25 aprile-1 maggio 2022;Umbria;3;17;2.777;6,12;<3,16;9;10,3;8;4,3;-;-;-;-
2021-17;25 aprile-1 maggio 2022;Marche;12;28;14.598;1,92;<3,16;8;5,33;7;1,74;10;1,57;3;1,11
2021-17;25 aprile-1 maggio 2022;Lazio;189;401;249.677;1,61;<3,16;39;4,01;53;2,1;261;1,68;48;0,81
2021-17;25 aprile-1 maggio 2022;Abruzzo;27;111;31.795;3,49;<3,16;29;11,78;39;6,54;36;2,11;7;1,12
2021-17;25 aprile-1 maggio 2022;Molise;11;3;12.164;0,25;<3,16;-;-;-;-;1;0,12;2;0,63
2021-17;25 aprile-1 maggio 2022;Campania;8;11;9.022;1,22;<3,16;3;1,83;8;2,86;-;-;-;-
2021-17;25 aprile-1 maggio 2022;Puglia;52;132;63.850;2,07;<3,16;28;7,17;26;2,9;59;1,61;19;1,32
2021-17;25 aprile-1 maggio 2022;Basilicata;10;15;12.887;1,16;<3,16;1;0,56;10;4,24;4;0,63;-;-
2021-17;25 aprile-1 maggio 2022;Calabria;nd;nd;nd;nd;;nd;nd;nd;nd;nd;nd;nd;nd
2021-17;25 aprile-1 maggio 2022;Sicilia;132;420;157.505;2,67;<3,16;90;12,53;113;6,27;177;1,85;40;1,09
2021-17;25 aprile-1 maggio 2022;Sardegna;13;36;16.906;2,13;;15;9,84;10;2,92;11;1,24;-;-